	id	tweet	subtask_a
5185	7108	Τι γκόλντεν πάς , πάς; #gntmgr	NOT
5186	4575	"Είχε την αδερφή μου φέτος και είχε το nerve να πει στην μαμά μου ""αυτή είναι πιο καλή"" bitch,έγραψα από τους υψηλότερους βαθμούς στην Έκθεση στο τμήμα μου,sit down"	NOT
5188	4263	@USER Όλα κολλάνε και όλα συνδέονται αν είσαι λίγο πονηρεμενος κ έχεις μία πιο σφαιρική αντίληψη για την επιχείρηση που ονομάζεται σοουμπιζ.	NOT
5189	9746	Κάτια..σουζανα...ασημινα ..αλλαγη ρότας; #gntmgr	NOT
5191	10108	«Εκεί που όλοι θα περιμένουν Κούρδους πρόσφυγες λόγω Συρίας, θα μας προκύψουν Τούρκοι τρομαγμένοι πρόσφυγες μετά την πτώση Ερντογάν»	NOT
5192	6435	Το ουδέν σχόλιο ρε Σουζάνα; Να σου θυμίσω ότι είχες αποχωρήσει στο προηγούμενο επεισόδιο λόγω της καλής επίδοσης σου; Ε; #gntmgr	NOT
5193	1612	Ο Αλέξανδρος εκδικήθηκε! Η Μακεδονία έστειλε στον αγύριστο τους #προδότες της...Η ήττα σε 30 μέρες θαναι ακόμα μεγαλύτερη των 10 μονάδων για τους εθνικούς μειοδότες του #ΣΥΡΙΖΑ_ξεφτιλες	NOT
5194	9670	Οι Ελληνάρες που φαντασιώνονται ότι είναι σπουδαίος λαός και θέλουν να τους κατακτήσουν δεν έχουν καταλάβει ότι για τους πρόσφυγες είναι απλά λύση ανάγκης. Αν είχαν επιλογή τα Γιαννιτσά των φασιστών και ο πολιτισμός του Λιάγκα θα ήταν το τελευταίο πράγμα που θα επέλεγαν.	NOT
5195	4136	@USER Έμαθε από πέρυσι όπως κ η Σέντα έμαθε από την εμπειρία της αδελφής της. Ποια η διαφορά; Να είσαι αντικειμενική	NOT
5197	5091	Γιατί αυτές οι ff νομίζουν όλες ότι είναι δυνατές παίχτριες και έχουν και την απαίτηση να το βροντοφωναζουν οι άλλες; #gntmgr	NOT
5198	3129	Ο ξένος τρώει τις πατάτες… ; Μαργαρίτες Μάντολες	NOT
5201	2449	Ελπίζω στο αβαταρ να μην είσαι εσυ, για να μην κάνω φόλοου άτομο με τέτοιο παπούτσι.....	NOT
5202	5570	Καλοδεχούμενοι οι πρόσφυγες	NOT
5203	5847	Γιατί έκλεισαν την Αλεξάνδρας; Για να μην απολογηθεί ο Μιχαλολιάκος;	NOT
5205	8805	Ωραία δεν θα ήταν να εξαφανιζε τις μισές σαν πρώτο ακτ; #gntmgr	NOT
5208	4134	@USER Έτσι εξηγούνται οι φήμες πως δε θα υπάρξει επόμενο #MasterChefGR. του χρόνου. Μάλλον τελείωσαν τα παιδιά από το Βόλο . Τι να πει κανεις #MasterChefGR_Xeftiles	NOT
5209	6119	Ειναι αυτο που λεμε «στειλε τα παιδια σου σχολειο να μορφωθουν» #kalytera	NOT
5210	865	@USER σιγά ρε ποιος είσαι ο gijjs;	NOT
5211	383	@USER Μου κάνεις έλεγχο να καταλάβω εμένα με κανονικό λογαριασμό εσύ η βλαχαρα συριζοτρολ αεί σιχτιρ απλά Κοίτα εσύ τι κάνεις Και μάλιστα σπούδασε για να καταλάβεις τη θέση σου σε αυτή την κοινωνία που δεν νομιμοποιείσαι να κάνεις έλεγχο εκτός αν είσαι ξανθιά γκόμενα σε δευτοκαναλο	NOT
5212	1485	Με τον καλό το λόγο πάντα το μωρό μου η Αρτεμις #shoppingstar	NOT
5213	9903	Το χρυσό συμβόλαιο με την stock glich #gntmgr	NOT
5214	3498	@USER 31 δεν είσαι μαρή ;	NOT
5215	8574	Άσχετο αλλά μωρή Σαρον Στόουν πόσο καυλα εξακολουθείς να είσαι;	NOT
5216	311	Μην είσαι ερωτευμένος λουλουδάκι μου;	NOT
5217	3148	@USER Πάντως βλέπω να #ερχεται_ΠΟΥΤΣΑ πάνω απο 7 μονάδες...	NOT
5218	10228	#gntmgr Άννα Μαρία όταν βγαίνεις στην οθόνη!	NOT
5220	5001	#erwtasmeta εεεεεε τα θέλει ο ποπος της .. δεν μπορω είπα να δείξω κατανοηση αλλα μερικές φορες το τραβάει ο οργανισμός τους... και της ηλέκτρας και του χρηστού	NOT
5221	4290	Πω πω Ντόρα κορίτσι μου τι ερμηνεία ήταν αυτή #gynaikaxwrisonoma	NOT
5223	7768	Τι την έβαλαν μέσα την Ελευθερία; #gntmgr	NOT
5224	48	#Ευρωεκλογές2019 Στο περίπου: πληθυσμός-10.8εκ, ξένοι=800χιλ (;), 0-17ετων=18%-20%-- δικαίωμα ψήφου=8.1εκ, εγγεγραμμένοι=10.1εκ -- 2εκ. νεκροί + ελλ.μετανάστες στους καταλόγους Ψήφισαν 5.9εκ (ελάχιστοι έξω)-- πραγματική συμμετοχή 5.9/8.1=73% όχι η επίσημη 59% Σωστό;	NOT
5225	10137	Έχει να δειξει αυριο ο Μουτσινας πολυ υλικό #gntmgr	NOT
5226	9915	Ποιος τον είδε τον Χρήστο τώρα και δεν τον λυπηθοφοβήθηκε #erwtasmeta	NOT
5227	3355	@USER Κυριακή κοντή γιορτή,την επόμενη φορά θα είσαι κι εσύ μέσα μην στεναχωριέσαι,όλοι οι καλοί χωράνε ,εξάλλου τα βλαμμένα εδώ μέσα μία στο τόσο ανάβουν και μία φωτιά!	NOT
5231	1793	Μαθηματα ζωης αλα #MasterchefGR - Χρηστος: δεν μετραει μονο η εξωτερικη εμφανιση οταν εχεις ηθος και αρχες -Ασημινα: δεν μετραει το ποσο απειρος εισαι οταν εχεις πεισμα και επιμονη -Σπυριδουλα: δεν μετραει το ποσο αντιπαθητικος εισαι οταν εχεις παει με ολη την παραγωγη	NOT
5233	10134	#mesimeri_skai ωραία γελάσατε με αυτήν την τεράστια προσβολή στην κοπέλα; Θέλετε να σας θεωρούν σοβαρούς επαγγελματίες κάνοντας αστεία με αυτό το θέμα; Ντροπή σας!	NOT
5234	4482	@USER παλουκάρι....αν έχεις τσίπα φιλότιμο....φεύγεις όπως είσαι.....	NOT
5235	5346	Καλοκαίρι ήταν τα γυρίσματα βρε Νικόλα #kalomesimeraki	NOT
5236	7002	Μιλανε αγγλικα γιατι η υπευθυνη στο ξενοδοχειο μαλλον δε μιλουσε ελληνικα... περιεργο για μυκονο #gntmgr	NOT
5239	1801	@USER Αν θελεις να μην εισαι τυφλος να ψαχνεις μονος σου να βρεις πρωτογενεις πηγες κ να καταλαβαινεις τι διαβαζεις φιλε μου. Τα υπολοιπα τα ακουω βερεσε. Κατηγορεις και εσυ εναν ανθρωπο αδικα. Εισαι αυτο που κρινεις	NOT
5240	7934	Κέισι με έπιασε ένα μικρός ισπανικός #gntmgr	NOT
5241	8044	Το είδα κι αυτό!από αύριο με bodyguards οι αλκατρας.#kalomesimeraki	NOT
5242	5961	Έλα ρε Ποντιαρα, φτιάξε μας ! #TheVoiceGR	NOT
5243	4100	@USER Είσαι αστείος!Καλή τύχη!	NOT
5244	656	Τη φόρα που πήραν στελέχη της ΝΔ, όπως ο Κώστας Στεφανίδης με τη χυδαία ανάρτησή του για την Κωνσταντίνα Κούνεβα, φαίνεται ότι ζήλεψαν και τα στελέχη του ΚΙΝΑΛ. #Ξεφτιλες	NOT
5245	8235	Σκοτωνονται για ενα αβοκαντο; Μα για ενα αβοκαντο;! #gntmgr	NOT
5247	5226	Σα να τσίτωσε λίγο τελευταία το δερματάκι της Ζενεβιέβ, δεν ξέρω αν προσέξατε #gntmgr	NOT
5249	6426	Την Κέισι τη θεωρώ αρκετά σοβαρή γενικά αιτιολογεί πολύ σωστά το καθετί παρατηρώ. #gntmgr	NOT
5251	6257	@USER Γυναίκα πρέπει να κρύβεται πίσω από αυτό φίλε	NOT
5252	3069	Σαν ν ακουω τον Κατελη.Αδυνατισμενο και με μαλλι φουντωτό απο ηλεκτροπληξια #giatinparea	NOT
5255	3234	@USER Το Δαλακυνση νομιζω ότι υπονοεί κάτι σαν πάθηση και δεν αναφέρετε ο άνθρωπος που το έγραψε, στον κόσμο που την στηρίζει αλλά σε παίκτες που στέκονται δίπλα της. Διαφέρει από αυτά που ανέφερες σε ύφος και σε περιεχόμενο. Να είσαι καλά.	NOT
5256	9581	Τα σχολια της ΚαγιΑ οχι της ΚαγιαΣ. Ελεος. #gntmgr	NOT
5258	9555	Καλησπέρα καλή βραδιά #gntmgr	NOT
5259	7152	Μπούλινγκ στο τίμιο σπίτι του GNTM. Τι είναι αυτά που λέτε #gntmgr	NOT
5260	4169	@USER Είσαι μέγιστο τρολ ρε	NOT
5261	8330	@USER Τοτε πως ειναι μπαι αφου δεν του αρεσουν οι γυναικες;	NOT
5262	2606	Να'χαμε ένα παγωτάκι τώρα #giatinparea	NOT
5264	2182	Καλά μιλάμε η Ρεγγίνα πρέπει να έχει κόψει φλέβα #poweroflovegr	NOT
5265	5256	Πόσο χάλια παπούτσια δο #gntmgr	NOT
5266	620	Ας πει καποιος στην στυλιστρια-μη-χεσω, οτι τα κακογουστα αξεσουαρ παραμενουν κακογουστα σε οποιαδηποτε ηλικια. #shoppingstar	NOT
5267	10093	Η κεισι έχει κράξει τους πάντες και κάθε φορά ούτε στις υποφερτες φώτο δεν είναι #gntmgr	NOT
5268	6994	εγώ φοβήθηκα πάντως με το μαγικό που είχε το καρφί #gntmgr	NOT
5269	6794	Λετε εσεις για την αννα, εγω τρελαινομαι οταν μιλαει η ασημινα #gntmgr	NOT
5271	8658	"""Γυναίκες είμαστε. Πρέπει να είμαστε πάντα ομορφες"". 1958-2019 κι ακόμα τα ιδια ακουμε #AgriesMelisses"	NOT
5273	9983	Με τις ομάδες να έχουν σχεδόν ολοκληρωθεί, η απόφαση να πατήσουν οι coaches το κουμπί είναι ακόμη πιο δύσκολη! ️ #TheVoiceGR #SkaitvGR	NOT
5274	12	#shoppingstar Τοσο μαλλι να δω πως θα το βολεψει	NOT
5275	3018	@USER Μήπως επειδή είσαι ξάδερφος του;	NOT
5276	4411	"Οι γυναίκες θέλουν ασφάλεια. Όταν με βλέπουν λένε ""Ω ρε μια ασφάλεια... ζωής που θέλει ο τύπος"""	NOT
5277	747	@USER Εισαι διάσημος!	NOT
5278	8807	Εν τω μεταξύ ο Μουζου έχει βγάλει κάνα καινούριο τραγούδι; #thevoicegr	NOT
5279	1914	@USER Άντε καλά μη το παίζεις τόσο υπεράνω ρε κοπελα μου. Δεν είσαι	NOT
5282	9629	Μα κάποιος από την παραγωγή δε μας διαβάζει να βάζει πιο πολλά πλάνα του λεβεντογιαννη #erwtasmeta	NOT
5284	4395	Ο @USER ειναι η πρωτη της επιλογη; #giatinparea	NOT
5285	9111	Σύνταγμα τώρα #gntmgr	NOT
5286	5934	H Χαρά Παππά make-up artist θα βγει από το #gntmgr στο τέλος	NOT
5288	777	@USER Δυστυχώς για σένα δεν είσαι στους προτεινόμενος για σταυροδοσία από το περιβάλλον Κούλη όσο και να τον λιβανίζεις. Μόνη σου ελπίδα ο Αβραμόπουλος.	NOT
5290	10277	Η αγρότισσα θέλει να κάνει τη βασίλισσα Νάρνια; Βρε τράβασαπερα. #GNTMgr #Gntm	NOT
5292	7470	Μια λέξη θα πω, ΕΠΙΤΈΛΟΥΣ #GNTMgr	NOT
5294	2029	Ετσι, αν είσαι πράγματι μικρομεσαίος βιοπαλαιστής καταλαβαίνεις τι σημαίνουν αυτά τα λόγια. Ξέρεις πολύ καλά τι σημαίνει ομηρία από τράπεζες., από τα μεγάλα συμφέροντα. Οι υπόλοιποι χρειάζονται επεξήγηση. .. Α και κάποιοι μικρομεσαίοι που νομίζουν ότι θα γίνουν entrepreneur	NOT
5295	3138	@USER Μπράβο @USER φίλε μου είσαι πανταχού παρών !	NOT
5297	1747	@USER Σταύρακα.. αν δεν έλυσες το πρόβλημα της ζωής σου και δεν τα πήρες χοντρά (χοντρά όμως) για να προδώσεις την Μακεδονία μας και να στηρίξεις ροζ χούντα... είσαι μεγαλύτερος μ@USER@USER@USER από ότι νόμιζα..... Σε κάθε περίπτωση καληνύχτα μια για πάντα!	NOT
5298	8728	Τι εγινε Ασημινα σε περασε η Μαρια και ετσουξε #GNTMgr	NOT
5300	919	@USER Συμφωνουμε ολοι ομως οτι πρεπει να βαζελινωθεις γιατι #ερχεται_ΠΟΥΤΣΑ	NOT
5301	7662	Νταξει και η Ελευθερια μεγαλη στρουχτριτσα #GNTMgr	NOT
5303	2966	@USER Είσαι η καλύτερη	NOT
5304	10223	Κάποιος να μου κλείσει το φως ρε μαλάκες, πολλά ζητάω;	NOT
5305	3923	@USER Μόνο το 85 %είναι μαζί τους. Αφού είσαι άσχετος τι ασχολείσαι;	NOT
5306	7701	@USER Ειχε κλεισει ενας χρονος απο το τρομερο δυστύχημα που του πηρε την γυναικα και τη διχρονη κορη του. Ήμουν η μονη γυναικα που του θυμιζα την γυναικα του. Ηταν βεβαιος πως θα ζουσαμε ενα αξεχαστο έρωτα μαζι. Δεν τον πείραζε που ειμαι παντρεμενη	NOT
5310	6163	Εντάξει Σκουλε, το καταλαβαμε οτι εχεις ψυχοκορη την Κατια, δεν χρειαζεται να το επιδεικνύεις #gntmgr	NOT
5311	1678	"Που είναι ο Παντελής, να δοκιμάσει το πιάτο και να πει ""Σπυριδούλα η Πεσκαρδιτσα σου είναι άψητη"" #MasterChefGR #MasterChefGR_Xeftiles"	NOT
5314	3266	"Όταν βλέπεις ""πόσα""τα έχεις κάνει στους τηλεθεατές #MasterChefGR #MasterChefGR_Xeftiles"	NOT
5315	6464	"@USER Αν οποιαδήποτε γυναικα δεν φορεσει απο επιλογη της ότι θέλει υπακοουοντας σε ""θεϊκους"" νομους σορρυ αλλα ειναι grande μαλακια"	NOT
5319	6544	Aρχισε! Ελατε για τη συνεχεια στο ΝΕΟ ΕΠΕΙΣΟΔΙΟ απ το #Kokkinopotami! Η ιστορια του Ποντου μας περιμενει!	NOT
5320	7094	Μεχρι και η Όλγα έχει χαλαρωσει τελευταία. Μπρβ της! Υπερβολικη η κριτική Ηλιαννας και Σκουλου. Την βελτιωση δεν την βλέπουν; (εκτος κι αν ξερουν ηδη ποιες θα προωθησουν ) #GNTMgr	NOT
5321	1201	Τζονι αγόρι μου κουρασες αλήθεια #PowerofLoveGR #skaipolxeftiles	NOT
5322	720	@USER Αφου είσαι οπαδός της Ενωσης, ναι...	NOT
5323	5998	@USER Άρα....αυτά που λες το ένα αναιρεί το άλλο. Όπως υπάρχουν καλοί άντρες οδηγοί έτσι υπάρχουν και γυναικες	NOT
5324	9343	Η Κάτια είναι σαν τη Φιλιώ που ολους τους φιλιώνει, αυτή δεν λέει τίποτα αλλά αν ήταν καποια άλλη πιο πονηρεμένη στη θέση της θα έλεγε ότι η Κέισι ήταν χάλια. #GNTMgr	NOT
5325	2627	@USER Αν έχεις κάποιον να σου φτιάχνει καφέ είσαι πλούσια . Καλή σου μέρα	NOT
5326	5658	Τι προσπαθεις μαρη χειροτερη απο την Ελπιζω υθερια ησουν! #gntmgr	NOT
5327	1443	Εκλογές στις 7 Ιουλίου με φόντο την κόντρα για την δικαιοσύνη	NOT
5328	8882	Η Ηλεκτρα ειναι εξαιρετικη καρακτερ τζατζ... τζαζ....#erwtasmeta	NOT
5330	5754	Ο συγκεκριμενος μου εχει πει διαφορες ιστοριες απο Ανατ. Βερολινο, οταν ομως μου πρωτο-ειπε αυτη την ιστορια εκλαιγα με δακρυα απ΄τα γέλια, κι αυτος μαζι (για την ιστορία, το στόρι το επιβεβαιωσε κι η γυναικα του).	NOT
5331	5206	Και μεταξυ γουρουνιων και ραμπο εχουμε τον Φρουζη να προσπαθει να τη σκαπουλαρει με τη στηριξη του Μητσοτακη...#Διαβατα, #ΑΣΟΕΕ	NOT
5332	9035	Θα είχε πλάκα να μην πάνε κατά πρόγραμμα και να μπλέξουν με τίποτα κακές παρέες και να τις ψάχνουν ενώ εκείνες περνούν πραγματικά καλά #gntmgr	NOT
5333	9832	Και όλο το concept ΓΤΠ #gntmgr	NOT
5334	4193	@USER Δεν πειράζει! Να είσαι καλά και σε ευχαριστώ για την απροθυμία.	NOT
5335	6193	Πάρε κόρη μάνα πατέρα ξαδέρφη θεία θείο κλπ #kalomesimeraki	NOT
5336	213	@USER Εχεις πολυ δουλεια φιλε εισαι καλος στην εφορευτικη να ξαναπας ε;...	NOT
5337	1344	@USER Τι κατευθυνση εισαι;	NOT
5338	6381	Ούτε ο ΟΑΕΔ δεν έχει καταγεγραμμένες τις τόσες ειδικότητες που πέρασαν σήμερα από το #TheVoiceGR	NOT
5339	1169	Εγώ + η μικρή μου αδερφή = Σπιρτόκουτο	NOT
5341	5460	Παιδια αλλαξαν τις μερες και τα εκαναν ΜΟΝΟΩΡΑ. #erwtasmeta	NOT
5342	2540	@USER Ποιος σου είχε ότι έκοψα τη φώτο αγαπητέ; Και θα στο ξαναπώ, έχεις πρόβλημα με το πως αντιλαμβάνεσαι τη μέση και την άκρη. Η εξέδρα ήταν δίπλα από το συντριβάνι. Αν είσαι Λαρισαίος, μάλλον δεν θες να καταλάβεις. Αν δεν είσαι, βγάλε το σκασμουλι. Περαστικά.	NOT
5343	711	Η Huawei προσφεύγει στη αμερικανική δικαιοσύνη και ζητεί να αρθούν οι κυρώσεις	NOT
5344	8652	Αχ ρε Ολγα......εφυγες εσυ για να μεινουν ΑΝΝΑ + ΣΟΥΖΑΝΑ; Ποσο αδικο! #GNTMgr	NOT
5345	6731	Η Νινα ισως η πιο ομορφη εκει μεσα! Κριμα #GNTMgr	NOT
5346	8854	"Θέλω να ακούσω τα λόγια της ελευθερίας μεταφρασμένα στα αγγλικά ""δεν είχα ξαναδεί τέτοιο κόκκορα"" #gntmgr"	NOT
5347	5052	Φωτογραφίες είναι, όχι τραχανάς να τον απλώσεις... #GNTMgr	NOT
5348	9819	Αν παντρευτείς με έναν άντρα, αυτός θα τσακωθεί με σένα. Αν όμως, παντρευτείς με δύο άντρες αυτοί θα τσακωθούν για σένα. ️	NOT
5349	9255	Είχανε γιατρέσσες στην Άγρια Δύση; Σε άλλη αγγλική σειρά περσινή οι λεσβίες ιατροδικαστίνες του 19-18ου αι. ήταν τόσο απελευθερωμένες και πήγαιναν και σε υπόγεια μπαράκια της εποχής να κωλοχτυπηθούν με θηλυκά και σερνικά;	NOT
5354	9585	«Η Κέισι το έχει με όλα τα πουλιά!». (Ναι, έτσι όπως ακούστηκε...) #gntmgr	NOT
5355	9507	Αφου δεν το εχει παμε στην επομενη νεξτ #GNTMgr #gntmgr	NOT
5356	8453	Κατια μου, το 'παιξες την πρωτη φορα και δεν πετυχε, αστο βρε μαναρι μου τωρα! #gntm #gntmgr	NOT
5357	3995	Ο Λεω ειναι λίγο ξινος ή εμένα μου φαίνεται; #masterchefgr_xeftiles	NOT
5358	484	@USER Ναί, μόνο που εκεί στη @USER έχετε υπ᾽ όψιν σας οτι οι τούρκοι μας ετοιμάζουν μεγάλη ξεφτίλα για το 2021 και για το ᾽22. Πρέπει να είμαστε προετοιμασμένοι.	NOT
5361	9067	Όλοι αυτοί στο #xfactorgr είναι για να παίξουν άντε σε κανένα κουτουκι. Φωνές σαν αυτών , υπάρχουν χιλιάδες, ιδιαιτερότητα καμια.	NOT
5362	10069	Η Καγιά σαν τον Τζόκερ είναι βαμμένη #gntmgr	NOT
5363	329	@USER Το να είσαι δήμαρχος δε σημαίνει ότι πρέπει να είσαι συνέχεια στο δήμο σου...έλλειπε αρκετές φορές σε δουλειές για το δήμο στο εξωτερικό..απ' όσο θυμάμαι στη φωτιά στο Μάτι, τα ΜΜΕ κυνήγαγαν τον @USER, ενώ ο ίδιος απέφευγε να κάνει δηλώσεις πριν διευθετηθει το θεμα.	NOT
5364	7425	Και το #tatouaz θα μπορουσε να ειχε σωθει ετσι,αλλα το Twitter δεν το ακουτε παρα μονο σε μονοψηφια τηλεθεαση. Βασικα με τον #ναφυγειοΓεωργιου ποτε δεν ξερεις. #erwtasmeta	NOT
5365	7007	@USER πρόσφυγες	NOT
5366	5820	Τι καλη η μαμα Μπρατη! #GNTMgr	NOT
5367	6196	Εγώ θα πήγαινα με τα τρία σκυλιά μου δεν έχω φίλους #thevoiceGR	NOT
5368	2748	"Μονο εγω......βλεποντας εδω αυτον τον ογκολιθο........μου ερχεται στο μυαλο η ταινια ""η σιωπη των αμνων"" και ο Hannibal Lecter...; #ερχεται #ερχεται_ΠΟΥΤΣΑ"	NOT
5372	7640	#μεταναστευτικο Οι Έλληνες με δυσκολία δεχόμασταν πάντα τον Άλλον,ακόμα κι αν ήταν Έλληνας πχ της Οθωμανικής αυτοκρατορίας. Όμως, τώρα όλοι όσοι έρχονται είναι πραγματικά πρόσφυγες, δηλαδή προέρχονται από περιοχές εμπόλεμες; Αν ναι, φυσικά χρήζουν την μέριμνά μας.Αν όχι όμως;	NOT
5376	7457	παρόλα αυτά..καλή φωνή έχει! #thevoicegr	NOT
5378	5584	περιεργος χαρακτηρας ο Ουζ #KokkinoPotami	NOT
5379	5889	Λείπω απ την παρέα σας γιατί έχασα κάποια επεισόδια και θα τα δω μαζεμένα το σ/κ. Παιδιά μην απογοητεύεστε απ τη σειρά, από δω και πέρα θα τρέχουν οι εξελίξεις και η πλοκή, το ξέρω από έγκυρη πηγή #erwtasmeta	NOT
5382	3284	Σας γλεντάει η Δαλάκα. Βόλτα πάει και πολύ γουστάρω. Δεν υπάρχεις ρε! Όλο το #survivorgr εσύ είσαι ρε παικτούρα Δαλάκα	NOT
5383	8848	Πάλι εκαψα το φαϊ, φάση #gntmgr	NOT
5384	7191	Πω πω μεγάλο ζόρι #erwtasmeta	NOT
5387	4628	Το οτι ειναι κατι στη μοδα δεν σημαινει οτι ειναι ωραιο ελεος πιαα #shoppingstar	NOT
5388	9233	Ο Μιλτος επρεπε να παρει τη Μαρούσκα μαζι του #kokkinopotami	NOT
5389	5774	Εγω αντι για βασιλισσα του Χιονιου μπορω να ντυθω Βασιλιας της Σκονης; #gntmgr	NOT
5391	4865	ΜΕΤΑ ΑΠΟ ΤΟΣΗ ΔΟΞΑ ΠΟΥ ΕΔΩΣΑΝ ΟΛΟΙ στον Θανο δε νομιζω να υπηρξε εστω ενας τουιτερας που ΝΑ ΜΗ ΠΕΡΙΜΕΝΕ ΝΑ ΔΩΣΕΙ ΔΙΑΦΗΜΙΣΕΙΣ ο ΣΚΑΪ στο 1 δευτερολεπτο πριν πει το σε ποιανου ομαδα θα παει ε; Κλασσικα εικονογραφημενα πια. #TheVoicegr	NOT
5392	7411	Ρόμμελ η Κέισι #gntmgr	NOT
5393	354	@USER Και η Δικαιοσύνη.	NOT
5394	6167	Πνίγηκα με τη φωτό σου..! Πως και δεν το είδες; #TheVoiceGR #Μπομπα	NOT
5396	407	Εγκεφαλικό επεισόδιο: Με τι το μπερδεύουν όταν συμβαίνει στις γυναίκες	NOT
5398	2148	Η κακιασμένη την παρομοίωσε με κακιά μάγισσα; #shoppingstar	NOT
5399	571	ΕΛΑΤΕ ΡΕ ΠΑΙΔΙΑ να οργανωθούμε λίγο! ΔΕΝ γραφουμε στο #MasterChefGR Γράφουμε ΜΟΝΟ στο #MasterchefGr_xeftiles Αϊντε καμάρια μου	NOT
5401	9387	37. Και θελει και voice.... #TheVoiceGR	NOT
5402	7884	καλε ανατριχιασα... αυτοι ειν καλοι! #xfactorgr	NOT
5403	9642	"@USER Γιατι τις ""ακραιες φωνες"" μια ΚΥΒ έχει το ελευθερο να τις αντιμετωπίζει με ακραιες μεθόδους, όπως σας υπενθημισε και ο κυριος Βαρβιτσιώτης ""Να ξέρουν όσοι δεν δέχονται στις περιοχές τους πρόσφυγες – μετανάστες, ότι έχουμε τρόπο να τους το επιβάλλουμε"""	NOT
5404	5789	@USER Τότε που οι γυναίκες ήταν πραγματικά όμορφες!	NOT
5405	2511	Προσερχόμενος στην κεντρική ομιλία στο Περιστέρι ο κος Κώστας Καραμανλής μεταξύ άλλων δήλωσε “Ο τόπος χρειάζεται πολιτική σταθερότητα και ισχυρή κυβέρνηση. Χρειάζεται ανάπτυξη και επενδύσεις, κοινωνική δικαιοσύνη και φροντίδα για τους	NOT
5406	541	@USER καλή η συνέντευξη αλλά δεν τον ρώτησες για βασικά θέματα που αφορά την Ελλάδα για την υπογενετικοτητα για τους μετανάστες για την ασφάλεια	NOT
5407	4393	Επειδή κάποιοι απορείτε γιατί ρώτησε την Δαλακα γιατί δεν διάλεξε Χικμετ εννοώ στην πραγματικότητα ήξερε την απάντηση νομίζω η απάντηση είναι αυτή δεν την χωνεύει και στο πανόραμα αυτός και η αδερφή της Σεντα την Δαλακα συνέχεια την κράζουν #survivorgr	NOT
5409	10058	#TheVoiceGR και από την Σκωτία σε αυτή την εκπομπή;	NOT
5410	8614	Ο Μπαλτακος ήταν γενικός γραμματέας του Σαμαρά.Παραιτηθηκε γιατί τα έλεγε με Κασιδιάρη. Βέβαια με τον Σαμαρά ήταν κολλητοί από το '90 αλλά ο Σαμαράς δεν είχε πάρει χαμπάρι ότι ήταν ναζιδι. Αυτοί και πολλοί άλλοι τέτοιοι απαρτίζουν την σημερινή κυβέρνηση Μητσοτάκη. #ΝΔ_θελατε	NOT
5411	5916	ΜΗΝ ΚΛΑΙΣ ΚΕΙΣΟΥΛΑ ΜΟΥ #gntmgr	NOT
5413	2022	Γιατί λένε ότι ο γάμος είναι φυλακή για τις γυναίκες; Αφού έχω δει πολλές παντρεμένες που πάνε για ψώνια ή ακόμα και για καφέ	NOT
5415	2110	Αυτοι της ΝΔ για την δική τους την σύνταξη γιατί δεν ανησυχούν; Επίσης, γιατί δεν ρυθμίζουν τις οφειλές του κόμματος τους με δόσεις; #χαζηξανθιά #αποριεσμεσημεριου #ΝΔ_ξεφτιλες	NOT
5418	4159	2 χρόνια είσαι -9 -10 στις δημοσκοπήσεις. Γίνονται εκλογές, κανείς προεκλογική εκστρατεία, χάνεις με 9 μονάδες διαφορά. Σαν να μην έκανες καθόλου προεκλογική εκστρατεία. Βρες το λάθος	NOT
5420	5692	«Η γυναίκα που με «προσέλαβε» με ανάγκαζε να κοιμάμαι μαζί με τις αγελάδες. Ούτε ύπνος, ούτε φαγητό. Μου φώναζαν, με αποκαλούσαν ζώο.Με πλήγωνε, με στεναχωρούσε, αλλά δεν μπορούσα να κάνω τίποτα.»	NOT
5421	8840	Εγώ τώρα γτ νομίζω πως ειναι στημενο; έδιωξαν τη Σουζανα πριν την αποχωρηση της Μαρτινας για να μπορεσει να ξανα μπει. Για να μην πω οτι την εδιωξαν σκοπιμα ωστε να ικανοποιήσουν τις υπόλοιπες . Τα παρα λεω ε; #gntmgr	NOT
5422	728	Πεσκια είσαι ωραίος αυθεντικός από τότε μέχρι και σήμερα.Ωραιος#olalathos	NOT
5423	4684	@USER ..προφανώς είσαι ξεπερασμενος	NOT
5424	1657	Η Κατερινα προχωράει μπροστά , ωστόσο ζει τον έρωτα στο Instagram #poweroflovegr	NOT
5425	5551	Καλησπέρα μεσημεριάτικη τουιτεροπαρεα! ️Καλησπέρα Ναταλία @USER Φωτεινή @USER και πάνελ του #kalytera!	NOT
5427	3804	Ο #Λαφαζάνης ηταν απο τους τυπους του φευγουμε απο τον #ΣΥΡΙΖΑ_ξεφτιλες για δικο μας κομμα τωρα π γυρναει κ ο κοσμος θ τσιμπαγε για ν μας ξαναβαλει βουλη να τα αρπάζουμε παιξτο κ λιγο φιλοπουτιν για σανο κ μια χαρα ουστ #λαε	NOT
5430	8615	Είμαι περίεργη ποια θα πάρει τα πιο πολλά ΣΚΑΣΕ #gntmgr	NOT
5432	5708	Οι φετινες παίκτριες είναι πολύ κουραστικες γιατί δεν είναι και ΟΙ κούκλες να έχουν τέτοιο τουπέ και συμπεριφορά #GNTMgr	NOT
